00ROPC9999BOVESPA 99992017030320170303                                                                                                                          
01CMIG        PN      N1201703202577000070CMIGC8      000000010000000000774000000000000000000000000004500000000000000500000000000005000000000100000022171ACN    
01CMIG        PN      N1201703202593000070CMIGC84     000000010000000000814000000000000300000000000000000000000000000000000000000000300000000100000012171ACN    
01CMIG        PN      N1201703202615000070CMIGC88     000000010000000000854000000000009000000000000000000000000000001000000000000010000000000100000022171ACN    
01CMIG        PN      N1201703202623000070CMIGC9      000000010000000000874000000000003300000000000015600000000000008000000000000026900000000200000092171ACN    
01CMIG        PN      N1201703202631000070CMIGC92     000000010000000000894000000000006000000000000030000000000000008900000000000044900000000300000072171ACN    
01CMIG        PN      N1201703202640000070CMIGC94     000000010000000000914000000000014800000000000012700000000000012100000000000039600000000200000122171ACN    
01CMIG        PN      N1201703202658000070CMIGC96     000000010000000000934000000000006100000000000000000000000000118600000000000124700000000500000102171ACN    
01CMIG        PN      N1201703202666000070CMIGC98     000000010000000000954000000000002600000000000091200000000000132600000000000226400000000400000062171ACN    
01CMIG        PN      N1201703202674000070CMIGC10     000000010000000000974000000000011200000000000000500000000000058800000000000070500000000600000132171ACN    
01CMIG        PN      N1201703202682000070CMIGC40     000000010000000001024000000000000800000000000000000000000000007000000000000007800000000400000072171ACN    
01CMIG        PN      N1201703200680000070CMIGC42     000000010000000001274000000000000000000000000008000000000000001500000000000009500000000400000032181ACN    
01CMIG  FM    PN      N1201703202690000070CMIGC11     000000010000000001074000000000057800000000000077000000000000084200000000000219000000002300000322171ACN    
01CMIG  FM    PN      N1201703200620000070CMIGC99     000000010000000000994000000000000000000000000004700000000000001400000000000006100000000100000032181ACN    
01CMIG  FM    PN      N1201703200639000070CMIGC41     000000010000000001124000000000029800000000000010000000000000027700000000000067500000000800000202181ACN    
01CMIG  FM    PN      N1201703200647000070CMIGC61     000000010000000001174000000000110400000000000003000000000000283200000000000396600000002000000182181ACN    
01CMIG  FM    PN      N1201703200671000070CMIGC12     000000010000000001224000000000005600000000000054000000000000109100000000000168700000001600000052181ACN    
01CSAN        ON      NM201703200086000070CSANC75     000000010000000002430000000000000000000000000004200000000000000000000000000004200000000100000011142ACN    
01CSAN        ON      NM201703200094000070CSANC81     000000010000000002980000000000000000000000000004200000000000004200000000000008400000000100000011142ACN    
01CSAN        ON      NM201703202631000070CSANC43     000000010000000004255000000000000000000000000094800000000000110100000000000204900000000200000051151ACN    
01CSAN        ON      NM201703202640000070CSANC13     000000010000000004305000000000000000000000000000000000000000003000000000000003000000000100000021151ACN    
01CSAN        ON      NM201703202658000070CSANC44     000000010000000004355000000000001000000000000139800000000000084200000000000225000000000300000041151ACN    
01CSAN        ON      NM201703202666000070CSANC14     000000010000000004405000000000002500000000000000000000000000001000000000000003500000000100000021151ACN    
01CSAN        ON      NM201703202070000070CSANC87     000000010000000004630000000000000000000000000000000000000000060000000000000060000000000100000011152ACN    
01CSAN        ON      NM201703200310000070CSANC24     000000010000000004455000000000001000000000000000000000000000524500000000000525500000000400000071161ACN    
01CSAN        ON      NM201703200345000070CSANC46     000000010000000004605000000000001400000000000000000000000000007500000000000008900000000100000031161ACN    
01CSAN  FM    ON      NM201703202534000070CSANC38     000000010000000003755000000000000000000000000003500000000000010000000000000013500000000100000011151ACN    
01CSAN  FM    ON      NM201703202550000070CSANC39     000000010000000003855000000000000000000000000000000000000000027000000000000027000000000100000011151ACN    
01CSAN  FM    ON      NM201703202577000070CSANC40     000000010000000003955000000000000000000000000000000000000000018700000000000018700000000100000011151ACN    
01CSAN  FM    ON      NM201703202593000070CSANC41     000000010000000004055000000000000000000000000018600000000000031400000000000050000000000100000021151ACN    
01CSAN  FM    ON      NM201703202615000070CSANC42     000000010000000004155000000000001000000000000029000000000000024500000000000054500000000200000061151ACN    
01CSNA        ON        201703208761000070CSNAC10     000000010000000001000000000000000000000000000000000000000000007000000000000007000000000200000022471ACN    
01CSNA        ON        201703208770000070CSNAC40     000000010000000001050000000000003700000000000000000000000000000000000000000003700000000200000012471ACN    
01CSNA        ON        201703208788000070CSNAC11     000000010000000001100000000000015800000000000013300000000000023700000000000052800000000300000112471ACN    
01CSNA        ON        201703209261000070CSNAC71     000000010000000001175000000000018200000000000000000000000000000000000000000018200000000300000012472ACN    
01CSNA        ON        201703209288000070CSNAC72     000000010000000001275000000000008900000000000000700000000000000000000000000009600000000400000032472ACN    
01CSNA        ON        201703209296000070CSNAC63     000000010000000001325000000000000000000000000000500000000001200200000000001200700000000400000032472ACN    
01CSNA        ON        201703209300000070CSNAC73     000000010000000001375000000000430000000000000000000000000000000100000000000430100000000400000022472ACN    
01CSNA        ON        201703208842000070CSNAC14     000000010000000001400000000000600900000000000092800000000000157000000000000850700000002100000162471ACN    
01CSNA        ON        201703209350000070CSNAC64     000000010000000001425000000000000000000000000000000000000000850300000000000850300000000600000022472ACN    
01CSNA        ON        201703208850000070CSNAC44     000000010000000001450000000000000000000000000013000000000000000000000000000013000000000500000032471ACN    
01CSNA        ON        201703208869000070CSNAC15     000000010000000001500000000000000000000000000032500000000000000000000000000032500000000400000022471ACN    
01CSNA        ON        201703208877000070CSNAC45     000000010000000001550000000000000000000000000000500000000000000000000000000000500000000100000012471ACN    
01CSNA        ON        201703208940000070CSNAC19     000000010000000001900000000000000000000000000000400000000000000000000000000000400000000100000012471ACN    
01CSNA  FM    ON        201703208796000070CSNAC41     000000010000000001150000000000030000000000000015700000000000000000000000000045700000000300000112471ACN    
01CSNA  FM    ON        201703208800000070CSNAC12     000000010000000001200000000000033900000000000026800000000000053800000000000114500000001000000302471ACN    
01CSNA  FM    ON        201703208818000070CSNAC42     000000010000000001250000000000019800000000000032800000000000031600000000000084200000000500000132471ACN    
01CSNA  FM    ON        201703208826000070CSNAC13     000000010000000001300000000001508000000000000032100000000000037100000000001577200000002300000282471ACN    
01CSNA  FM    ON        201703208834000070CSNAC43     000000010000000001350000000000006100000000000000400000000000750100000000000756600000001100000062471ACN    
01CVCB        ON      NM201703200019000070CVCBC23     000000010000000002300000000000000000000000000000000000000000065600000000000065600000000100000021061ACN    
01CVCB        ON      NM201703200043000070CVCBC62     000000010000000003225000000000000000000000000007500000000000016300000000000023800000000200000021062ACN    
01CYRE        ON      NM201703201899000070CYREC41     000000010000000001150000000000000000000000000000300000000000106500000000000106800000000200000031281ACN    
01CYRE        ON      NM201703202402000070CYREC12     000000010000000001200000000000000000000000000007500000000000000000000000000007500000000100000011281ACN    
01CYRE        ON      NM201703202844000070CYREC73     000000010000000001375000000000000000000000000000000000000001025000000000001025000000000200000041282ACN    
01CYRE        ON      NM201703202461000070CYREC15     000000010000000001500000000000000000000000000039700000000000592000000000000631700000000800000041281ACN    
01CYRE        ON      NM201703202470000070CYREC45     000000010000000001550000000000000000000000000000800000000000000000000000000000800000000100000011281ACN    
01CYRE  FM    ON      NM201703202410000070CYREC42     000000010000000001250000000000000000000000000130400000000000001500000000000131900000000100000021281ACN    
01CYRE  FM    ON      NM201703202429000070CYREC13     000000010000000001300000000000000000000000000024800000000000000200000000000025000000000100000031281ACN    
01CYRE  FM    ON      NM201703202437000070CYREC43     000000010000000001350000000000000000000000000001800000000000025900000000000027700000000400000061281ACN    
01CYRE  FM    ON      NM201703202445000070CYREC14     000000010000000001400000000000002000000000000208600000000000003700000000000214300000001200000041281ACN    
01CYRE  FM    ON      NM201703202453000070CYREC44     000000010000000001450000000000000000000000000001000000000000000000000000000001000000000100000011281ACN    
01ECOR        ON      NM201703200418000070ECORC81     000000010000000000810000000000000000000000000000000000000000741600000000000741600000000100000021122ACN    
01ECOR        ON      NM201703200396000070ECORC9      000000010000000000900000000000000000000000000000000000000000000100000000000000100000000100000011121ACN    
01ECOR        ON      NM201703200922000070ECORC1      000000010000000001025000000000000000000000000000000000000000027000000000000027000000000100000011122ACN    
01EGIE        ON      NM201703200035000070EGIEC96     000000010000000004438000000000000000000000000000000000000000030100000000000030100000000100000021002ACN    
01ELET        PNB     N1201703200612000070ELETC57     000000010000000002750000000000000000000000000000000000000000002100000000000002100000000100000010681ACN    
01ELET        PNB     N1201703200914000070ELETC29     000000010000000002900000000000000000000000000000000000000000192000000000000192000000000100000010681ACN    
01ELET        PNB     N1201703200930000070ELETC59     000000010000000002950000000000000000000000000000000000000000084000000000000084000000000100000010681ACN    
01ELET        ON      N1201703201791000070ELETC92     000000010000000002250000000000000000000000000680000000000000000000000000000680000000000100000011521ACN    
01ELET        ON      N1201703201848000070ELETC85     000000010000000002500000000000000000000000000680000000000000000000000000000680000000000100000011521ACN    
01ELET        ON      N1201703201805000070ELETC95     000000010000000002525000000000000000000000000000000000000000147000000000000147000000000100000041522ACN    
01EMBR        ON      NM201703200310000070EMBRC18     000000010000000001800000000000000300000000000000000000000000007500000000000007800000000200000021791ACN    
01EMBR        ON      NM201703200302000070EMBRC19     000000010000000001900000000000013800000000000000000000000000017000000000000030800000001500000261791ACN    
01ENBR        ON      NM201703200094000070ENBRC46     000000010000000001604000000000000000000000000000000000000000065100000000000065100000000200000021221ACN    
01EQTL        ON      NM201703200736000070EQTLC52     000000010000000005176000000000000000000000000000000000000000075500000000000075500000000200000021191ACN    
01EQTL        ON      NM201703200698000070EQTLC54     000000010000000005376000000000000000000000000000000000000000045800000000000045800000000200000021191ACN    
01EQTL        ON      NM201703200620000070EQTLC55     000000010000000005476000000000000000000000000000000000000000030200000000000030200000000200000041191ACN    
01EQTL        ON      NM201703200019000070EQTLC5      000000010000000005576000000000000000000000000000000000000000003000000000000003000000000100000011201ACN    
01EQTL        ON      NM201703200078000070EQTLC27     000000010000000005726000000000000000000000000000000000000000001000000000000001000000000100000011202ACN    
01EQTL        ON      NM201703200060000070EQTLC57     000000010000000005776000000000000000000000000000000000000000400000000000000400000000000100000021201ACN    
01EQTL        ON      NM201703200094000070EQTLC59     000000010000000005976000000000000000000000000000000000000000295000000000000295000000000100000041201ACN    
01EQTL        ON      NM201703200116000070EQTLC30     000000010000000006026000000000000000000000000000000000000000001000000000000001000000000100000011202ACN    
01EQTL        ON      NM201703200167000070EQTLC61     000000010000000006176000000000000000000000000000000000000000400000000000000400000000000100000021201ACN    
01ESTC        ON      NM201703200051000070ESTCC18     000000010000000001755000000000000000000000000000200000000000002000000000000002200000000200000011121ACN    
01ESTC        ON      NM201703200485000070ESTCC14     000000010000000001405000000000000000000000000000000000000000002100000000000002100000000200000011131ACN    
01ESTC  FM    ON      NM201703200493000070ESTCC44     000000010000000001455000000000000000000000000000000000000000002100000000000002100000000100000011131ACN    
01ESTC  FM    ON      NM201703200507000070ESTCC15     000000010000000001505000000000000700000000000003100000000000000500000000000004300000000200000021131ACN    
01ESTC  FM    ON      NM201703200515000070ESTCC45     000000010000000001555000000000000000000000000002100000000000002100000000000004200000000100000011131ACN    
01ESTC  FM    ON      NM201703200523000070ESTCC16     000000010000000001605000000000000000000000000000000000000000004200000000000004200000000100000021131ACN    
01EZTC        ON      NM201703200183000070EZTCC66     000000010000000001625000000000000000000000000000000000000000087400000000000087400000000100000021092ACN    
01EZTC        ON      NM201703200191000070EZTCC20     000000010000000002000000000000000000000000000000000000000000016500000000000016500000000100000011091ACN    
01FIBR        ON      NM201703201392000070FIBRC33     000000010000000003300000000000000000000000000010000000000000002200000000000012200000000300000021051ACN    
01FIBR        ON      NM201703201473000070FIBRC44     000000010000000004400000000000000000000000000010000000000000000000000000000010000000000100000011051ACN    
01FLRY        ON      NM201703200124000070FLRYC77     000000010000000001541000000000200000000000000000000000000000000000000000000200000000000100000011152ACN    
01FLRY        ON      NM201703200019000070FLRYC74     000000010000000002291000000000000000000000000000000000000000330100000000000330100000000100000021152ACN    
01FLRY        ON      NM201703200019000070FLRYC7      000000010000000003741000000000000000000000000000000000000000065200000000000065200000000100000011162ACN    
01GGBR        PN      N1201703201694000070GGBRC93     000000010000000000425000000000012400000000000000000000000000070000000000000082400000000200000041601ACN    
01GGBR        PN      N1201703201996000070GGBRC19     000000010000000000485000000000000000000000000000100000000000000000000000000000100000000100000011601ACN    
01GGBR        PN      N1201703201716000070GGBRC61     000000010000000000605000000000000000000000000000000000000000150000000000000150000000000100000011602ACN    
01GGBR        PN      N1201703202003000070GGBRC24     000000010000000000635000000000030000000000000000000000000000000000000000000030000000000100000011601ACN    
